        380.0000000       841.0000000       947.0000000 
        841.0000000       947.0000000     -1124.0000000 
        947.0000000     -1124.0000000       447.0000000  
      -1124.0000000       447.0000000        48.0000000  
        447.0000000        48.0000000       609.0000000 
         48.0000000       609.0000000       408.0000000  
        609.0000000       408.0000000      1206.0000000   
        408.0000000      1206.0000000      2152.0000000  
       1206.0000000      2152.0000000      3232.0000000  
       2152.0000000      3232.0000000      1227.0000000 
       3232.0000000      1227.0000000      2144.0000000 
       1227.0000000      2144.0000000      1671.0000000  
       2144.0000000      1671.0000000       894.0000000  
       1671.0000000       894.0000000      2200.0000000 
        894.0000000      2200.0000000      4922.0000000 
       2200.0000000      4922.0000000      2905.0000000 
       4922.0000000      2905.0000000      2211.0000000  
       2905.0000000      2211.0000000      3854.0000000 
       2211.0000000      3854.0000000      1453.0000000 
       3854.0000000      1453.0000000      2497.0000000 
       1453.0000000      2497.0000000       680.0000000  
       2497.0000000       680.0000000       266.0000000  
        680.0000000       266.0000000       646.0000000 
        266.0000000       646.0000000       604.0000000 
        646.0000000       604.0000000      2679.0000000 
        604.0000000      2679.0000000      2140.0000000 
       2679.0000000      2140.0000000       447.0000000 
       2140.0000000       447.0000000      1232.0000000 
        447.0000000      1232.0000000      2439.0000000  
       1232.0000000      2439.0000000       177.0000000   
       2439.0000000       177.0000000      2154.0000000 
        177.0000000      2154.0000000       350.0000000 
       2154.0000000       350.0000000      -922.0000000 
        350.0000000      -922.0000000       353.0000000  
       -922.0000000       353.0000000       118.0000000  
        353.0000000       118.0000000       691.0000000 
        118.0000000       691.0000000     -1110.0000000  
        691.0000000     -1110.0000000       622.0000000 
      -1110.0000000       622.0000000     -1505.0000000 
        622.0000000     -1505.0000000       -77.0000000 
      -1505.0000000       -77.0000000     -1446.0000000 
        -77.0000000     -1446.0000000     -1268.0000000 
      -1446.0000000     -1268.0000000       743.0000000 
      -1268.0000000       743.0000000       -15.0000000 
        743.0000000       -15.0000000      1747.0000000  
        -15.0000000      1747.0000000       638.0000000  
       1747.0000000       638.0000000      -988.0000000  
        638.0000000      -988.0000000      -644.0000000  
       -988.0000000      -644.0000000      1108.0000000  
       -644.0000000      1108.0000000      1688.0000000 
       1108.0000000      1688.0000000      4641.0000000  
       1688.0000000      4641.0000000      2631.0000000 
       4641.0000000      2631.0000000      4085.0000000 
       2631.0000000      4085.0000000      3822.0000000 
       4085.0000000      3822.0000000      3495.0000000  
       3822.0000000      3495.0000000      2473.0000000  
       3495.0000000      2473.0000000      3330.0000000  
       2473.0000000      3330.0000000      3330.0000000  
       3330.0000000      3330.0000000      3172.0000000  
       3330.0000000      3172.0000000      3632.0000000  
       3172.0000000      3632.0000000      2974.0000000  
       3632.0000000      2974.0000000      5924.0000000  
       2974.0000000      5924.0000000      7446.0000000  
       5924.0000000      7446.0000000      3495.0000000  
       7446.0000000      3495.0000000      2932.0000000 
       3495.0000000      2932.0000000      4468.0000000  
       2932.0000000      4468.0000000      3165.0000000  
       4468.0000000      3165.0000000      1215.0000000  
       3165.0000000      1215.0000000     54671.0000000  
       1215.0000000     54671.0000000     28619.0000000   
      54671.0000000     28619.0000000      2478.0000000  
      28619.0000000      2478.0000000      -890.0000000  
       2478.0000000      -890.0000000      1410.0000000 
       -890.0000000      1410.0000000       271.0000000 
       1410.0000000       271.0000000      1373.0000000  
        271.0000000      1373.0000000          .0000000  

 This data set can be used in several ways:
   AR(1) : y(t)=column 2, y(t-1)=column 1, use lines 1 to 76
   AR(2) : y(t)=column 3, y(t-1)=column 2, y(t-2)=column 1, lines 1 to 75

